order_id,order_date,region,product,channel,quantity,unit_price,amount
1424,2026-01-18,NA,Gadget,Retail,4,49.00,196.00
1425,2026-02-12,NA,Doohickey,Retail,7,9.50,66.50
1426,2026-02-09,APAC,Gizmo,Partner,10,99.00,990.00
1427,2026-01-06,APAC,Gizmo,Retail,4,99.00,396.00
1428,2026-02-11,NA,Widget,Retail,10,19.99,199.90
1429,2026-01-19,APAC,Widget,Partner,10,19.99,199.90
1430,2026-02-01,EMEA,Gizmo,Online,7,99.00,693.00
1431,2026-02-11,NA,Doohickey,Partner,7,9.50,66.50
1432,2026-01-08,EMEA,Doohickey,Retail,2,9.50,19.00
1433,2026-02-19,EMEA,Gadget,Online,8,49.00,392.00
1434,2026-01-06,APAC,Gizmo,Retail,4,99.00,396.00
1435,2026-01-01,NA,Gizmo,Retail,7,99.00,693.00
1436,2026-01-20,APAC,Gadget,Online,9,49.00,441.00
1437,2026-01-31,APAC,Doohickey,Retail,1,9.50,9.50
1438,2026-01-21,APAC,Gadget,Online,1,49.00,49.00
1439,2026-01-26,NA,Widget,Partner,9,19.99,179.91
1440,2026-02-04,APAC,Widget,Online,9,19.99,179.91
1441,2026-02-14,EMEA,Gadget,Retail,8,49.00,392.00
1442,2026-02-04,NA,Gadget,Partner,4,49.00,196.00
1443,2026-03-01,NA,Doohickey,Retail,10,9.50,95.00
1444,2026-01-06,APAC,Gizmo,Partner,1,99.00,99.00
1445,2026-02-06,APAC,Doohickey,Partner,5,9.50,47.50
1446,2026-01-18,NA,Doohickey,Retail,10,9.50,95.00
1447,2026-01-08,EMEA,Gadget,Partner,6,49.00,294.00
1448,2026-02-15,NA,Widget,Partner,9,19.99,179.91
1449,2026-02-08,NA,Widget,Online,4,19.99,79.96
1450,2026-02-08,APAC,Gadget,Online,10,49.00,490.00
1451,2026-02-02,NA,Gadget,Online,9,49.00,441.00
1452,2026-02-02,APAC,Widget,Online,9,19.99,179.91
1453,2026-02-09,EMEA,Gadget,Online,5,49.00,245.00
1454,2026-02-04,APAC,Gizmo,Online,2,99.00,198.00
1455,2026-01-15,APAC,Widget,Retail,8,19.99,159.92
1456,2026-01-11,EMEA,Gadget,Online,10,49.00,490.00
1457,2026-01-06,NA,Widget,Retail,3,19.99,59.97
1458,2026-01-17,EMEA,Gadget,Partner,6,49.00,294.00
1459,2026-02-23,APAC,Widget,Partner,8,19.99,159.92
1460,2026-02-13,APAC,Gizmo,Partner,5,99.00,495.00
1461,2026-02-21,APAC,Widget,Partner,6,19.99,119.94
1462,2026-01-04,APAC,Doohickey,Partner,3,9.50,28.50
1463,2026-02-05,NA,Gadget,Retail,6,49.00,294.00
1464,2026-02-03,NA,Doohickey,Partner,1,9.50,9.50
1465,2026-01-03,NA,Doohickey,Partner,7,9.50,66.50
1466,2026-01-10,APAC,Doohickey,Retail,8,9.50,76.00
1467,2026-01-07,EMEA,Gadget,Online,1,49.00,49.00
1468,2026-02-13,EMEA,Gizmo,Online,7,99.00,693.00
1469,2026-01-22,EMEA,Widget,Retail,3,19.99,59.97
1470,2026-02-24,EMEA,Widget,Partner,4,19.99,79.96
1471,2026-01-27,NA,Widget,Retail,7,19.99,139.93
1472,2026-01-04,NA,Gizmo,Retail,3,99.00,297.00
1473,2026-02-27,APAC,Widget,Online,1,19.99,19.99
1474,2026-02-10,APAC,Gizmo,Retail,6,99.00,594.00
1475,2026-01-11,NA,Gizmo,Partner,10,99.00,990.00
1476,2026-02-22,APAC,Gadget,Retail,6,49.00,294.00
1477,2026-01-12,APAC,Gadget,Partner,6,49.00,294.00
1478,2026-03-01,APAC,Doohickey,Retail,2,9.50,19.00
1479,2026-01-24,APAC,Gadget,Retail,7,49.00,343.00
1480,2026-01-11,NA,Gadget,Online,1,49.00,49.00
1481,2026-02-11,NA,Gadget,Retail,8,49.00,392.00
1482,2026-01-04,NA,Gadget,Retail,1,49.00,49.00
1483,2026-02-03,NA,Gadget,Partner,3,49.00,147.00
1484,2026-02-03,NA,Gizmo,Online,8,99.00,792.00
1485,2026-02-04,NA,Doohickey,Partner,3,9.50,28.50
1486,2026-01-14,NA,Gadget,Retail,1,49.00,49.00
1487,2026-03-01,APAC,Gadget,Online,4,49.00,196.00
1488,2026-01-18,NA,Gizmo,Online,7,99.00,693.00
1489,2026-02-06,NA,Gizmo,Partner,1,99.00,99.00
1490,2026-02-19,EMEA,Gadget,Partner,8,49.00,392.00
1491,2026-02-05,APAC,Widget,Partner,4,19.99,79.96
1492,2026-02-04,NA,Gadget,Retail,9,49.00,441.00
1493,2026-01-25,EMEA,Gizmo,Online,9,99.00,891.00
1494,2026-01-05,APAC,Gizmo,Partner,3,99.00,297.00
1495,2026-02-10,NA,Widget,Retail,10,19.99,199.90
1496,2026-01-04,APAC,Widget,Online,7,19.99,139.93
1497,2026-02-24,NA,Gizmo,Partner,1,99.00,99.00
1498,2026-01-07,EMEA,Widget,Partner,8,19.99,159.92
1499,2026-01-01,EMEA,Gizmo,Online,2,99.00,198.00
1500,2026-01-12,NA,Gadget,Retail,10,49.00,490.00
1501,2026-01-03,APAC,Gizmo,Online,9,99.00,891.00
1502,2026-02-22,NA,Widget,Online,7,19.99,139.93
1503,2026-02-20,NA,Widget,Online,8,19.99,159.92
1504,2026-01-11,EMEA,Widget,Retail,3,19.99,59.97
1505,2026-02-10,APAC,Doohickey,Online,4,9.50,38.00
1506,2026-02-27,EMEA,Gizmo,Online,7,99.00,693.00
1507,2026-02-18,APAC,Widget,Retail,4,19.99,79.96
1508,2026-02-17,NA,Widget,Online,9,19.99,179.91
1509,2026-01-13,NA,Doohickey,Online,10,9.50,95.00
1510,2026-02-15,APAC,Gadget,Online,1,49.00,49.00
1511,2026-01-03,APAC,Doohickey,Online,4,9.50,38.00
1512,2026-02-20,NA,Doohickey,Retail,2,9.50,19.00
1513,2026-02-09,EMEA,Doohickey,Retail,4,9.50,38.00
1514,2026-02-08,APAC,Gizmo,Online,4,99.00,396.00
1515,2026-02-12,EMEA,Widget,Partner,3,19.99,59.97
1516,2026-02-28,APAC,Gizmo,Online,1,99.00,99.00
1517,2026-01-04,NA,Gadget,Online,10,49.00,490.00
1518,2026-02-14,EMEA,Gizmo,Partner,2,99.00,198.00
1519,2026-01-03,APAC,Gizmo,Partner,10,99.00,990.00
1520,2026-02-28,EMEA,Widget,Partner,6,19.99,119.94
1521,2026-02-12,EMEA,Doohickey,Partner,2,9.50,19.00
1522,2026-01-10,EMEA,Doohickey,Retail,2,9.50,19.00
1523,2026-02-15,APAC,Widget,Online,1,19.99,19.99
1524,2026-02-08,APAC,Gadget,Retail,8,49.00,392.00
1525,2026-02-02,NA,Gadget,Partner,10,49.00,490.00
1526,2026-01-23,NA,Gizmo,Retail,8,99.00,792.00
1527,2026-02-08,APAC,Doohickey,Online,8,9.50,76.00
1528,2026-02-25,EMEA,Gizmo,Partner,10,99.00,990.00
1529,2026-01-21,APAC,Gizmo,Retail,4,99.00,396.00
1530,2026-02-20,NA,Gadget,Partner,7,49.00,343.00
1531,2026-02-14,EMEA,Gizmo,Online,4,99.00,396.00
1532,2026-01-16,APAC,Gizmo,Online,10,99.00,990.00
1533,2026-01-27,APAC,Doohickey,Partner,9,9.50,85.50
1534,2026-01-13,APAC,Doohickey,Retail,7,9.50,66.50
1535,2026-01-15,NA,Doohickey,Retail,7,9.50,66.50
1536,2026-02-21,APAC,Gadget,Retail,9,49.00,441.00
1537,2026-01-01,APAC,Gizmo,Retail,7,99.00,693.00
1538,2026-01-20,APAC,Doohickey,Online,3,9.50,28.50
1539,2026-01-21,EMEA,Doohickey,Online,8,9.50,76.00
1540,2026-01-19,APAC,Gadget,Retail,6,49.00,294.00
1541,2026-02-18,APAC,Doohickey,Online,1,9.50,9.50
1542,2026-01-17,NA,Gadget,Partner,3,49.00,147.00
1543,2026-01-26,NA,Gizmo,Partner,5,99.00,495.00
1544,2026-01-29,NA,Gizmo,Partner,2,99.00,198.00
1545,2026-01-08,APAC,Gizmo,Partner,4,99.00,396.00
1546,2026-02-27,NA,Widget,Retail,1,19.99,19.99
1547,2026-01-19,EMEA,Widget,Retail,6,19.99,119.94
1548,2026-02-20,EMEA,Gadget,Retail,10,49.00,490.00
1549,2026-02-18,NA,Doohickey,Partner,7,9.50,66.50
1550,2026-01-31,APAC,Doohickey,Partner,5,9.50,47.50
1551,2026-02-15,NA,Gizmo,Partner,7,99.00,693.00
1552,2026-01-28,EMEA,Gadget,Partner,6,49.00,294.00
1553,2026-02-06,EMEA,Gizmo,Retail,4,99.00,396.00
1554,2026-01-24,APAC,Gadget,Retail,2,49.00,98.00
1555,2026-01-09,NA,Gizmo,Retail,7,99.00,693.00
1556,2026-01-01,NA,Gadget,Partner,7,49.00,343.00
1557,2026-02-26,EMEA,Doohickey,Retail,3,9.50,28.50
1558,2026-02-05,APAC,Gadget,Retail,5,49.00,245.00
1559,2026-02-21,NA,Widget,Online,4,19.99,79.96
1560,2026-02-19,NA,Widget,Retail,6,19.99,119.94
1561,2026-02-10,EMEA,Doohickey,Online,10,9.50,95.00
1562,2026-01-11,EMEA,Gadget,Retail,5,49.00,245.00
1563,2026-01-30,APAC,Doohickey,Online,4,9.50,38.00
1564,2026-02-17,APAC,Widget,Retail,2,19.99,39.98
1565,2026-01-28,EMEA,Widget,Online,1,19.99,19.99
1566,2026-02-14,NA,Doohickey,Online,6,9.50,57.00
1567,2026-02-24,NA,Gizmo,Partner,9,99.00,891.00
1568,2026-02-20,EMEA,Doohickey,Online,6,9.50,57.00
1569,2026-02-27,EMEA,Doohickey,Partner,1,9.50,9.50
1570,2026-01-18,EMEA,Doohickey,Partner,1,9.50,9.50
1571,2026-01-28,NA,Widget,Partner,10,19.99,199.90
1572,2026-01-30,APAC,Doohickey,Online,8,9.50,76.00
1573,2026-02-27,NA,Gadget,Retail,4,49.00,196.00
1574,2026-01-07,EMEA,Gizmo,Retail,4,99.00,396.00
1575,2026-01-14,APAC,Gizmo,Retail,10,99.00,990.00
1576,2026-01-26,APAC,Doohickey,Partner,2,9.50,19.00
1577,2026-01-15,EMEA,Doohickey,Retail,6,9.50,57.00
1578,2026-01-19,EMEA,Gadget,Online,8,49.00,392.00
1579,2026-02-27,APAC,Doohickey,Retail,6,9.50,57.00
1580,2026-02-06,EMEA,Widget,Online,9,19.99,179.91
1581,2026-02-04,NA,Doohickey,Retail,5,9.50,47.50
1582,2026-02-15,NA,Gizmo,Retail,4,99.00,396.00
1583,2026-01-25,EMEA,Gizmo,Retail,4,99.00,396.00
1584,2026-01-25,APAC,Doohickey,Online,4,9.50,38.00
1585,2026-01-12,APAC,Widget,Partner,3,19.99,59.97
1586,2026-02-27,NA,Gizmo,Partner,4,99.00,396.00
1587,2026-01-20,EMEA,Widget,Partner,5,19.99,99.95
1588,2026-02-19,APAC,Widget,Retail,4,19.99,79.96
1589,2026-02-09,NA,Gizmo,Retail,7,99.00,693.00
1590,2026-01-19,NA,Widget,Retail,1,19.99,19.99
1591,2026-01-04,NA,Doohickey,Retail,10,9.50,95.00
1592,2026-01-13,NA,Doohickey,Online,7,9.50,66.50
1593,2026-03-01,APAC,Gizmo,Partner,6,99.00,594.00
1594,2026-02-21,EMEA,Gadget,Retail,7,49.00,343.00
1595,2026-01-16,NA,Widget,Partner,4,19.99,79.96
1596,2026-01-23,EMEA,Doohickey,Online,8,9.50,76.00
1597,2026-01-15,EMEA,Gadget,Retail,3,49.00,147.00
1598,2026-01-19,APAC,Widget,Online,2,19.99,39.98
1599,2026-01-07,NA,Doohickey,Retail,5,9.50,47.50
1600,2026-02-20,NA,Widget,Retail,3,19.99,59.97
1601,2026-01-08,EMEA,Gizmo,Retail,8,99.00,792.00
1602,2026-01-05,EMEA,Widget,Online,10,19.99,199.90
1603,2026-02-20,APAC,Doohickey,Retail,1,9.50,9.50
1604,2026-02-23,APAC,Gadget,Partner,8,49.00,392.00
1605,2026-01-22,EMEA,Doohickey,Online,3,9.50,28.50
1606,2026-02-07,NA,Gizmo,Retail,7,99.00,693.00
1607,2026-02-06,APAC,Gadget,Retail,10,49.00,490.00
1608,2026-01-31,EMEA,Widget,Partner,4,19.99,79.96
1609,2026-01-02,NA,Doohickey,Online,1,9.50,9.50
1610,2026-02-13,APAC,Widget,Partner,10,19.99,199.90
1611,2026-01-27,NA,Gadget,Online,2,49.00,98.00
1612,2026-01-11,EMEA,Gizmo,Partner,8,99.00,792.00
1613,2026-01-21,APAC,Doohickey,Retail,1,9.50,9.50
1614,2026-02-27,APAC,Widget,Partner,9,19.99,179.91
1615,2026-02-06,NA,Doohickey,Retail,7,9.50,66.50
1616,2026-01-24,APAC,Doohickey,Retail,8,9.50,76.00
1617,2026-01-06,EMEA,Gadget,Online,6,49.00,294.00
1618,2026-01-14,EMEA,Doohickey,Retail,2,9.50,19.00
1619,2026-03-01,NA,Gizmo,Retail,5,99.00,495.00
1620,2026-01-07,EMEA,Gizmo,Partner,1,99.00,99.00
1621,2026-01-29,NA,Gizmo,Partner,8,99.00,792.00
1622,2026-02-25,NA,Widget,Retail,5,19.99,99.95
1623,2026-01-14,NA,Widget,Retail,10,19.99,199.90
1624,2026-01-20,EMEA,Gizmo,Partner,1,99.00,99.00
1625,2026-01-19,NA,Gadget,Online,5,49.00,245.00
1626,2026-01-25,APAC,Doohickey,Retail,7,9.50,66.50
1627,2026-02-09,APAC,Gadget,Partner,2,49.00,98.00
1628,2026-02-09,EMEA,Gadget,Retail,3,49.00,147.00
1629,2026-01-08,EMEA,Gizmo,Retail,6,99.00,594.00
1630,2026-02-03,APAC,Doohickey,Online,2,9.50,19.00
1631,2026-01-21,NA,Doohickey,Retail,5,9.50,47.50
1632,2026-01-17,EMEA,Gadget,Retail,8,49.00,392.00
1633,2026-01-21,APAC,Widget,Retail,8,19.99,159.92
1634,2026-01-27,EMEA,Gadget,Retail,1,49.00,49.00
1635,2026-01-31,EMEA,Widget,Online,4,19.99,79.96
1636,2026-01-26,APAC,Gadget,Partner,6,49.00,294.00
1637,2026-02-13,APAC,Gadget,Online,10,49.00,490.00
1638,2026-01-30,NA,Doohickey,Retail,8,9.50,76.00
1639,2026-02-23,EMEA,Widget,Partner,6,19.99,119.94
1640,2026-01-14,NA,Gadget,Partner,1,49.00,49.00
1641,2026-01-21,NA,Widget,Retail,3,19.99,59.97
1642,2026-02-20,APAC,Gadget,Online,8,49.00,392.00
1643,2026-02-22,NA,Widget,Partner,6,19.99,119.94
1644,2026-02-28,NA,Gadget,Online,6,49.00,294.00
1645,2026-01-18,APAC,Doohickey,Online,6,9.50,57.00
1646,2026-02-18,NA,Gadget,Partner,4,49.00,196.00
1647,2026-01-21,EMEA,Gizmo,Online,7,99.00,693.00
1648,2026-01-23,NA,Gizmo,Online,6,99.00,594.00
1649,2026-02-21,EMEA,Doohickey,Retail,3,9.50,28.50
1650,2026-01-10,NA,Gizmo,Online,3,99.00,297.00
1651,2026-01-13,NA,Gadget,Partner,7,49.00,343.00
1652,2026-01-19,EMEA,Widget,Retail,7,19.99,139.93
1653,2026-01-18,APAC,Gizmo,Partner,9,99.00,891.00
1654,2026-01-15,APAC,Doohickey,Retail,6,9.50,57.00
1655,2026-01-31,EMEA,Doohickey,Retail,9,9.50,85.50
1656,2026-02-06,EMEA,Doohickey,Online,6,9.50,57.00
1657,2026-02-22,APAC,Gadget,Online,7,49.00,343.00
1658,2026-01-29,APAC,Gizmo,Online,3,99.00,297.00
1659,2026-02-24,EMEA,Widget,Partner,4,19.99,79.96
1660,2026-02-17,NA,Gizmo,Partner,10,99.00,990.00
1661,2026-02-03,APAC,Gadget,Partner,7,49.00,343.00
1662,2026-01-28,APAC,Doohickey,Online,1,9.50,9.50
1663,2026-01-08,EMEA,Gizmo,Online,10,99.00,990.00
1664,2026-03-01,EMEA,Doohickey,Online,2,9.50,19.00
1665,2026-01-03,EMEA,Doohickey,Partner,2,9.50,19.00
1666,2026-02-15,NA,Widget,Online,5,19.99,99.95
1667,2026-02-02,EMEA,Gadget,Partner,5,49.00,245.00
1668,2026-02-15,APAC,Gadget,Online,1,49.00,49.00
1669,2026-01-06,EMEA,Widget,Online,2,19.99,39.98
1670,2026-02-09,NA,Doohickey,Partner,5,9.50,47.50
1671,2026-02-12,APAC,Doohickey,Retail,6,9.50,57.00
1672,2026-01-30,EMEA,Doohickey,Online,9,9.50,85.50
1673,2026-02-03,NA,Doohickey,Online,1,9.50,9.50
1674,2026-02-23,NA,Gizmo,Retail,9,99.00,891.00
1675,2026-01-01,APAC,Gizmo,Retail,5,99.00,495.00
1676,2026-01-13,APAC,Gadget,Partner,7,49.00,343.00
1677,2026-01-09,EMEA,Gizmo,Partner,8,99.00,792.00
1678,2026-01-19,APAC,Widget,Online,2,19.99,39.98
1679,2026-01-16,APAC,Gizmo,Retail,10,99.00,990.00
1680,2026-02-10,NA,Gizmo,Retail,6,99.00,594.00
1681,2026-02-26,APAC,Gadget,Retail,10,49.00,490.00
1682,2026-02-13,EMEA,Gadget,Retail,2,49.00,98.00
1683,2026-02-17,EMEA,Widget,Online,4,19.99,79.96
1684,2026-02-25,APAC,Gadget,Retail,5,49.00,245.00
1685,2026-02-06,NA,Gadget,Partner,7,49.00,343.00
1686,2026-01-23,NA,Doohickey,Online,4,9.50,38.00
1687,2026-01-11,EMEA,Gadget,Partner,4,49.00,196.00
1688,2026-01-15,APAC,Doohickey,Online,5,9.50,47.50
1689,2026-01-10,EMEA,Doohickey,Online,3,9.50,28.50
1690,2026-01-03,APAC,Doohickey,Online,8,9.50,76.00
1691,2026-01-01,EMEA,Gadget,Retail,4,49.00,196.00
1692,2026-02-20,APAC,Gadget,Partner,7,49.00,343.00
1693,2026-02-19,NA,Widget,Online,1,19.99,19.99
1694,2026-02-12,NA,Doohickey,Online,6,9.50,57.00
1695,2026-02-22,EMEA,Doohickey,Online,4,9.50,38.00
1696,2026-01-22,APAC,Gizmo,Partner,3,99.00,297.00
1697,2026-01-02,APAC,Doohickey,Retail,6,9.50,57.00
1698,2026-01-19,APAC,Widget,Retail,4,19.99,79.96
1699,2026-02-13,NA,Doohickey,Partner,2,9.50,19.00
1700,2026-01-18,EMEA,Widget,Partner,6,19.99,119.94
1701,2026-02-11,EMEA,Doohickey,Partner,6,9.50,57.00
1702,2026-02-24,NA,Gizmo,Online,9,99.00,891.00
1703,2026-02-17,APAC,Widget,Retail,7,19.99,139.93
1704,2026-02-23,NA,Doohickey,Partner,3,9.50,28.50
1705,2026-02-06,EMEA,Widget,Partner,1,19.99,19.99
1706,2026-02-24,EMEA,Widget,Online,9,19.99,179.91
1707,2026-01-12,NA,Gadget,Partner,6,49.00,294.00
1708,2026-01-05,NA,Doohickey,Online,1,9.50,9.50
1709,2026-01-09,NA,Gizmo,Online,4,99.00,396.00
1710,2026-02-09,APAC,Doohickey,Partner,3,9.50,28.50
1711,2026-01-25,APAC,Gadget,Retail,4,49.00,196.00
1712,2026-01-31,EMEA,Gadget,Partner,1,49.00,49.00
1713,2026-01-23,EMEA,Gizmo,Partner,10,99.00,990.00
1714,2026-01-24,NA,Gizmo,Retail,10,99.00,990.00
1715,2026-01-30,EMEA,Widget,Partner,2,19.99,39.98
1716,2026-01-29,NA,Doohickey,Retail,10,9.50,95.00
1717,2026-02-14,APAC,Widget,Online,5,19.99,99.95
1718,2026-01-26,EMEA,Doohickey,Partner,5,9.50,47.50
1719,2026-02-13,NA,Gadget,Retail,1,49.00,49.00
1720,2026-02-10,NA,Widget,Partner,10,19.99,199.90
1721,2026-02-11,NA,Gizmo,Online,6,99.00,594.00
1722,2026-01-10,NA,Doohickey,Retail,5,9.50,47.50
1723,2026-01-29,NA,Gadget,Online,7,49.00,343.00
1724,2026-02-04,EMEA,Widget,Online,3,19.99,59.97
1725,2026-01-22,EMEA,Doohickey,Retail,2,9.50,19.00
1726,2026-02-06,APAC,Gizmo,Partner,10,99.00,990.00
1727,2026-02-23,NA,Widget,Online,6,19.99,119.94
1728,2026-02-05,EMEA,Widget,Retail,5,19.99,99.95
1729,2026-01-11,NA,Widget,Retail,1,19.99,19.99
1730,2026-02-21,APAC,Gizmo,Online,10,99.00,990.00
1731,2026-01-14,APAC,Doohickey,Retail,5,9.50,47.50
1732,2026-01-07,EMEA,Gadget,Online,10,49.00,490.00
1733,2026-03-01,NA,Widget,Partner,10,19.99,199.90
1734,2026-01-16,NA,Gadget,Online,10,49.00,490.00
1735,2026-01-11,APAC,Widget,Retail,7,19.99,139.93
1736,2026-01-15,NA,Doohickey,Online,10,9.50,95.00
1737,2026-01-22,EMEA,Widget,Retail,5,19.99,99.95
1738,2026-02-14,EMEA,Gizmo,Partner,9,99.00,891.00
1739,2026-01-29,EMEA,Doohickey,Partner,8,9.50,76.00
1740,2026-01-16,NA,Doohickey,Retail,10,9.50,95.00
1741,2026-02-02,NA,Gadget,Online,7,49.00,343.00
1742,2026-01-27,APAC,Doohickey,Retail,3,9.50,28.50
1743,2026-01-22,NA,Gizmo,Retail,2,99.00,198.00
1744,2026-02-27,NA,Widget,Retail,3,19.99,59.97
1745,2026-01-10,APAC,Gizmo,Retail,2,99.00,198.00
1746,2026-01-30,EMEA,Gadget,Retail,10,49.00,490.00
1747,2026-01-10,APAC,Gadget,Retail,4,49.00,196.00
1748,2026-01-25,APAC,Gizmo,Retail,4,99.00,396.00
1749,2026-02-17,EMEA,Widget,Online,8,19.99,159.92
1750,2026-02-16,EMEA,Widget,Partner,6,19.99,119.94
1751,2026-02-19,APAC,Gizmo,Partner,6,99.00,594.00
1752,2026-01-20,EMEA,Widget,Online,10,19.99,199.90
1753,2026-02-20,APAC,Gadget,Retail,1,49.00,49.00
1754,2026-01-26,APAC,Doohickey,Retail,5,9.50,47.50
1755,2026-01-23,EMEA,Gadget,Online,4,49.00,196.00
1756,2026-01-24,APAC,Gizmo,Partner,6,99.00,594.00
1757,2026-02-28,EMEA,Gadget,Retail,2,49.00,98.00
1758,2026-01-15,APAC,Widget,Partner,3,19.99,59.97
1759,2026-01-02,APAC,Gadget,Online,9,49.00,441.00
1760,2026-01-19,APAC,Widget,Online,7,19.99,139.93
1761,2026-02-17,APAC,Gadget,Partner,10,49.00,490.00
1762,2026-01-08,APAC,Gizmo,Retail,3,99.00,297.00
1763,2026-01-15,APAC,Gizmo,Retail,8,99.00,792.00
1764,2026-02-08,EMEA,Gadget,Partner,4,49.00,196.00
1765,2026-01-04,EMEA,Gizmo,Retail,4,99.00,396.00
1766,2026-01-31,APAC,Gizmo,Partner,10,99.00,990.00
1767,2026-02-18,EMEA,Gadget,Retail,7,49.00,343.00
1768,2026-01-16,APAC,Widget,Partner,2,19.99,39.98
1769,2026-01-02,NA,Widget,Partner,8,19.99,159.92
1770,2026-01-14,APAC,Widget,Retail,8,19.99,159.92
1771,2026-02-23,NA,Gizmo,Retail,8,99.00,792.00
1772,2026-01-19,EMEA,Gadget,Retail,7,49.00,343.00
1773,2026-01-20,APAC,Gizmo,Partner,7,99.00,693.00
1774,2026-02-11,EMEA,Widget,Online,5,19.99,99.95
1775,2026-01-15,NA,Doohickey,Retail,3,9.50,28.50
1776,2026-02-02,NA,Gizmo,Partner,3,99.00,297.00
1777,2026-02-27,EMEA,Doohickey,Partner,6,9.50,57.00
1778,2026-01-13,APAC,Doohickey,Retail,2,9.50,19.00
1779,2026-01-25,EMEA,Gizmo,Retail,3,99.00,297.00
1780,2026-01-12,APAC,Widget,Online,5,19.99,99.95
1781,2026-01-16,NA,Doohickey,Retail,6,9.50,57.00
1782,2026-01-26,APAC,Widget,Retail,2,19.99,39.98
1783,2026-02-27,NA,Gizmo,Retail,1,99.00,99.00
1784,2026-01-16,APAC,Widget,Online,9,19.99,179.91
1785,2026-02-11,APAC,Widget,Partner,2,19.99,39.98
1786,2026-01-26,APAC,Widget,Retail,9,19.99,179.91
1787,2026-01-26,EMEA,Doohickey,Online,7,9.50,66.50
1788,2026-01-04,NA,Doohickey,Partner,7,9.50,66.50
1789,2026-02-21,EMEA,Widget,Partner,7,19.99,139.93
1790,2026-01-30,NA,Gadget,Online,10,49.00,490.00
1791,2026-02-11,NA,Gizmo,Partner,10,99.00,990.00
1792,2026-01-06,APAC,Doohickey,Online,7,9.50,66.50
1793,2026-02-25,NA,Doohickey,Retail,4,9.50,38.00
1794,2026-02-21,EMEA,Gizmo,Partner,6,99.00,594.00
1795,2026-01-09,NA,Widget,Partner,3,19.99,59.97
1796,2026-01-07,APAC,Widget,Partner,4,19.99,79.96
1797,2026-02-20,NA,Gadget,Online,6,49.00,294.00
1798,2026-02-09,EMEA,Gadget,Partner,4,49.00,196.00
1799,2026-02-14,APAC,Widget,Retail,10,19.99,199.90
1800,2026-02-18,EMEA,Gadget,Partner,8,49.00,392.00
1801,2026-02-14,EMEA,Gadget,Partner,8,49.00,392.00
1802,2026-02-07,EMEA,Widget,Online,5,19.99,99.95
1803,2026-02-18,APAC,Widget,Partner,10,19.99,199.90
1804,2026-01-30,NA,Widget,Partner,1,19.99,19.99
1805,2026-01-01,EMEA,Doohickey,Online,9,9.50,85.50
1806,2026-02-08,EMEA,Doohickey,Retail,6,9.50,57.00
1807,2026-01-07,EMEA,Gadget,Partner,2,49.00,98.00
1808,2026-02-08,APAC,Doohickey,Retail,5,9.50,47.50
1809,2026-01-15,EMEA,Gadget,Online,9,49.00,441.00
1810,2026-01-08,NA,Gizmo,Partner,1,99.00,99.00
1811,2026-02-26,APAC,Gizmo,Retail,5,99.00,495.00
1812,2026-01-16,APAC,Doohickey,Partner,10,9.50,95.00
1813,2026-01-31,APAC,Gizmo,Online,3,99.00,297.00
1814,2026-01-28,APAC,Gadget,Partner,1,49.00,49.00
1815,2026-01-17,NA,Widget,Online,4,19.99,79.96
1816,2026-02-05,NA,Doohickey,Retail,2,9.50,19.00
1817,2026-02-21,NA,Doohickey,Retail,3,9.50,28.50
1818,2026-02-08,NA,Doohickey,Retail,8,9.50,76.00
1819,2026-02-25,APAC,Widget,Partner,7,19.99,139.93
1820,2026-01-06,NA,Widget,Online,4,19.99,79.96
1821,2026-01-09,APAC,Doohickey,Online,9,9.50,85.50
1822,2026-02-13,EMEA,Widget,Retail,8,19.99,159.92
1823,2026-02-23,EMEA,Gadget,Online,10,49.00,490.00
1824,2026-01-21,APAC,Gizmo,Online,4,99.00,396.00
1825,2026-03-01,EMEA,Doohickey,Partner,8,9.50,76.00
1826,2026-01-06,APAC,Widget,Partner,9,19.99,179.91
1827,2026-01-18,APAC,Doohickey,Online,4,9.50,38.00
1828,2026-01-31,NA,Gadget,Retail,7,49.00,343.00
1829,2026-02-17,EMEA,Gadget,Partner,1,49.00,49.00
1830,2026-01-08,NA,Gadget,Retail,8,49.00,392.00
1831,2026-02-19,EMEA,Gizmo,Retail,3,99.00,297.00
1832,2026-01-10,NA,Widget,Online,10,19.99,199.90
1833,2026-01-15,APAC,Widget,Partner,2,19.99,39.98
1834,2026-01-31,APAC,Doohickey,Partner,6,9.50,57.00
1835,2026-02-22,EMEA,Gadget,Partner,9,49.00,441.00
1836,2026-01-12,EMEA,Gizmo,Partner,5,99.00,495.00
1837,2026-01-20,APAC,Gizmo,Partner,8,99.00,792.00
1838,2026-01-28,EMEA,Gadget,Online,6,49.00,294.00
1839,2026-01-24,NA,Widget,Online,3,19.99,59.97
1840,2026-02-20,NA,Gizmo,Partner,4,99.00,396.00
1841,2026-02-06,APAC,Gadget,Retail,3,49.00,147.00
1842,2026-01-20,NA,Widget,Partner,5,19.99,99.95
1843,2026-01-27,NA,Doohickey,Partner,7,9.50,66.50
1844,2026-01-23,APAC,Gadget,Online,5,49.00,245.00
1845,2026-01-18,NA,Doohickey,Online,10,9.50,95.00
1846,2026-02-27,APAC,Gadget,Retail,3,49.00,147.00
1847,2026-02-22,NA,Gizmo,Online,3,99.00,297.00
