event_id,event_ts,user_id,org,plan,event_type,device,duration_ms
e0338,2026-01-23T05:10:00.000Z,u156,Acme,Free,query_error,mobile,881
e0339,2026-01-24T12:19:00.000Z,u068,Acme,Free,login,mobile,1035
e0340,2026-01-05T03:58:00.000Z,u128,Synogize,Pro,query_run,mobile,1371
e0341,2026-01-24T23:31:00.000Z,u028,Synogize,Pro,chart_apply,web,818
e0342,2026-01-10T09:09:00.000Z,u013,Synogize,Pro,export_csv,web,687
e0343,2026-01-19T07:14:00.000Z,u089,Acme,Free,login,mobile,949
e0344,2026-01-03T21:48:00.000Z,u090,Synogize,Pro,login,web,1000
e0345,2026-01-14T23:16:00.000Z,u149,Synogize,Pro,login,mobile,937
e0346,2026-01-24T09:21:00.000Z,u115,Synogize,Pro,query_error,web,927
e0347,2026-01-27T19:27:00.000Z,u040,Globex,Team,query_run,mobile,611
e0348,2026-01-09T06:34:00.000Z,u146,Synogize,Pro,query_run,web,1480
e0349,2026-01-08T06:13:00.000Z,u194,Globex,Team,query_run,web,331
e0350,2026-01-20T05:42:00.000Z,u190,Synogize,Pro,export_csv,mobile,1466
e0351,2026-01-22T06:39:00.000Z,u149,Globex,Team,export_csv,web,413
e0352,2026-01-27T10:25:00.000Z,u060,Synogize,Pro,login,mobile,1046
e0353,2026-01-19T10:05:00.000Z,u114,Globex,Team,export_csv,mobile,1068
e0354,2026-01-11T06:28:00.000Z,u143,Globex,Team,login,web,1011
e0355,2026-01-12T18:24:00.000Z,u092,Acme,Free,login,web,1464
e0356,2026-01-19T05:30:00.000Z,u019,Acme,Free,export_csv,web,1080
e0357,2026-01-18T19:15:00.000Z,u154,Globex,Team,query_error,mobile,638
e0358,2026-01-30T18:43:00.000Z,u088,Globex,Team,query_error,web,308
e0359,2026-01-13T20:35:00.000Z,u189,Acme,Free,login,mobile,850
e0360,2026-01-14T07:02:00.000Z,u189,Acme,Free,query_run,mobile,877
e0361,2026-01-22T22:39:00.000Z,u003,Globex,Team,query_run,mobile,674
e0362,2026-01-07T21:01:00.000Z,u087,Globex,Team,query_error,mobile,546
e0363,2026-01-19T23:55:00.000Z,u142,Synogize,Pro,export_csv,mobile,361
e0364,2026-01-27T07:02:00.000Z,u155,Synogize,Pro,query_error,mobile,1449
e0365,2026-01-18T18:20:00.000Z,u093,Synogize,Pro,query_run,web,1083
e0366,2026-01-22T19:24:00.000Z,u074,Globex,Team,query_error,web,436
e0367,2026-01-13T18:23:00.000Z,u061,Globex,Team,query_run,mobile,549
e0368,2026-01-20T00:37:00.000Z,u059,Synogize,Pro,query_error,mobile,1310
e0369,2026-01-03T03:42:00.000Z,u040,Globex,Team,chart_apply,web,1151
e0370,2026-01-30T18:02:00.000Z,u141,Globex,Team,chart_apply,mobile,561
e0371,2026-01-04T04:43:00.000Z,u087,Globex,Team,export_csv,web,768
e0372,2026-01-05T17:05:00.000Z,u189,Synogize,Pro,query_error,web,896
e0373,2026-01-20T08:33:00.000Z,u144,Acme,Free,query_run,web,322
e0374,2026-01-18T22:53:00.000Z,u049,Synogize,Pro,login,web,1469
e0375,2026-01-26T01:06:00.000Z,u077,Acme,Free,chart_apply,web,516
e0376,2026-01-02T00:09:00.000Z,u170,Globex,Team,query_run,mobile,997
e0377,2026-01-03T17:03:00.000Z,u188,Globex,Team,query_error,mobile,1160
e0378,2026-01-13T18:09:00.000Z,u131,Globex,Team,query_run,web,435
e0379,2026-01-27T03:12:00.000Z,u021,Acme,Free,login,mobile,1350
e0380,2026-01-25T16:20:00.000Z,u022,Synogize,Pro,query_run,mobile,819
e0381,2026-01-08T10:04:00.000Z,u094,Synogize,Pro,export_csv,mobile,480
e0382,2026-01-29T19:22:00.000Z,u174,Globex,Team,login,mobile,1185
e0383,2026-01-06T15:40:00.000Z,u139,Synogize,Pro,query_run,mobile,1189
e0384,2026-01-04T04:06:00.000Z,u158,Globex,Team,query_run,mobile,532
e0385,2026-01-16T09:13:00.000Z,u170,Synogize,Pro,query_run,mobile,894
e0386,2026-01-22T10:58:00.000Z,u132,Globex,Team,chart_apply,mobile,1216
e0387,2026-01-26T15:12:00.000Z,u076,Synogize,Pro,query_run,mobile,969
e0388,2026-01-05T12:00:00.000Z,u033,Synogize,Pro,login,web,914
e0389,2026-01-13T22:56:00.000Z,u058,Globex,Team,query_error,mobile,555
e0390,2026-01-08T19:29:00.000Z,u107,Globex,Team,query_error,web,942
e0391,2026-01-16T18:05:00.000Z,u134,Acme,Free,login,web,1477
e0392,2026-01-22T11:15:00.000Z,u147,Globex,Team,export_csv,web,1135
e0393,2026-01-21T07:55:00.000Z,u008,Acme,Free,query_error,web,1072
e0394,2026-01-06T06:21:00.000Z,u052,Globex,Team,query_run,mobile,844
e0395,2026-01-13T21:50:00.000Z,u200,Globex,Team,chart_apply,mobile,991
e0396,2026-01-06T17:00:00.000Z,u143,Synogize,Pro,chart_apply,mobile,882
e0397,2026-01-28T09:26:00.000Z,u190,Globex,Team,chart_apply,web,1427
e0398,2026-01-30T07:57:00.000Z,u073,Globex,Team,login,web,1356
e0399,2026-01-21T07:09:00.000Z,u119,Acme,Free,login,web,1177
e0400,2026-01-13T13:29:00.000Z,u150,Acme,Free,login,mobile,963
e0401,2026-01-30T13:08:00.000Z,u106,Synogize,Pro,export_csv,mobile,1381
e0402,2026-01-21T07:35:00.000Z,u071,Globex,Team,login,mobile,968
e0403,2026-01-19T09:40:00.000Z,u171,Globex,Team,chart_apply,web,1143
e0404,2026-01-18T23:11:00.000Z,u071,Acme,Free,chart_apply,web,847
e0405,2026-01-26T23:27:00.000Z,u175,Synogize,Pro,login,mobile,1367
e0406,2026-01-19T02:04:00.000Z,u015,Synogize,Pro,login,web,1467
e0407,2026-01-25T09:36:00.000Z,u063,Synogize,Pro,export_csv,web,565
e0408,2026-01-22T03:10:00.000Z,u159,Globex,Team,login,web,938
e0409,2026-01-05T04:08:00.000Z,u187,Acme,Free,chart_apply,mobile,851
e0410,2026-01-06T15:58:00.000Z,u022,Globex,Team,query_run,mobile,462
e0411,2026-01-03T07:44:00.000Z,u088,Globex,Team,query_run,mobile,786
e0412,2026-01-01T10:33:00.000Z,u123,Globex,Team,export_csv,mobile,997
e0413,2026-01-30T15:06:00.000Z,u129,Globex,Team,query_error,mobile,1288
e0414,2026-01-21T05:54:00.000Z,u038,Synogize,Pro,query_error,web,644
e0415,2026-01-18T11:51:00.000Z,u017,Synogize,Pro,chart_apply,mobile,1198
e0416,2026-01-26T05:32:00.000Z,u115,Acme,Free,login,mobile,1128
e0417,2026-01-28T00:08:00.000Z,u152,Globex,Team,login,mobile,1437
e0418,2026-01-23T16:36:00.000Z,u016,Acme,Free,export_csv,web,682
e0419,2026-01-20T12:37:00.000Z,u112,Globex,Team,query_error,web,1282
e0420,2026-01-28T16:38:00.000Z,u006,Synogize,Pro,query_error,web,1143
e0421,2026-01-02T21:14:00.000Z,u165,Acme,Free,export_csv,web,354
e0422,2026-01-19T23:31:00.000Z,u188,Globex,Team,query_error,mobile,542
e0423,2026-01-16T22:49:00.000Z,u106,Synogize,Pro,query_error,mobile,320
e0424,2026-01-08T19:16:00.000Z,u005,Globex,Team,query_run,web,575
e0425,2026-01-14T10:27:00.000Z,u178,Globex,Team,chart_apply,web,639
e0426,2026-01-20T14:08:00.000Z,u125,Synogize,Pro,export_csv,web,1360
e0427,2026-01-04T22:06:00.000Z,u023,Synogize,Pro,query_run,web,1124
e0428,2026-01-27T09:10:00.000Z,u180,Synogize,Pro,login,mobile,989
e0429,2026-01-21T19:34:00.000Z,u164,Synogize,Pro,query_run,mobile,334
e0430,2026-01-04T09:01:00.000Z,u148,Synogize,Pro,export_csv,mobile,563
e0431,2026-01-05T21:59:00.000Z,u103,Globex,Team,chart_apply,web,668
e0432,2026-01-30T07:31:00.000Z,u041,Synogize,Pro,export_csv,mobile,517
e0433,2026-01-29T11:16:00.000Z,u184,Synogize,Pro,login,mobile,821
e0434,2026-01-01T03:50:00.000Z,u114,Acme,Free,query_error,web,955
e0435,2026-01-10T01:56:00.000Z,u109,Globex,Team,chart_apply,web,1089
e0436,2026-01-05T04:46:00.000Z,u087,Globex,Team,query_run,web,912
e0437,2026-01-21T05:12:00.000Z,u166,Globex,Team,export_csv,mobile,1412
e0438,2026-01-06T16:48:00.000Z,u080,Globex,Team,login,mobile,954
e0439,2026-01-16T15:30:00.000Z,u196,Globex,Team,login,web,1193
e0440,2026-01-22T08:16:00.000Z,u148,Synogize,Pro,login,mobile,893
e0441,2026-01-30T10:52:00.000Z,u151,Synogize,Pro,query_error,web,839
e0442,2026-01-24T02:37:00.000Z,u001,Acme,Free,login,web,981
e0443,2026-01-18T18:47:00.000Z,u138,Globex,Team,chart_apply,web,424
e0444,2026-01-20T15:49:00.000Z,u037,Acme,Free,chart_apply,web,701
e0445,2026-01-30T20:20:00.000Z,u026,Acme,Free,query_run,web,1497
e0446,2026-01-20T18:05:00.000Z,u007,Globex,Team,query_run,web,1311
e0447,2026-01-07T06:21:00.000Z,u163,Synogize,Pro,chart_apply,mobile,760
e0448,2026-01-20T07:26:00.000Z,u149,Globex,Team,login,mobile,898
e0449,2026-01-06T11:46:00.000Z,u185,Globex,Team,export_csv,mobile,1003
e0450,2026-01-28T04:43:00.000Z,u148,Synogize,Pro,login,mobile,1340
e0451,2026-01-26T00:56:00.000Z,u142,Acme,Free,chart_apply,mobile,707
e0452,2026-01-10T06:52:00.000Z,u043,Globex,Team,login,web,1033
e0453,2026-01-28T01:16:00.000Z,u062,Synogize,Pro,chart_apply,web,1036
e0454,2026-01-25T05:24:00.000Z,u030,Acme,Free,query_run,mobile,1381
e0455,2026-01-05T02:10:00.000Z,u162,Synogize,Pro,chart_apply,mobile,837
e0456,2026-01-06T09:44:00.000Z,u196,Acme,Free,query_run,web,386
e0457,2026-01-29T22:39:00.000Z,u062,Acme,Free,login,mobile,1314
e0458,2026-01-23T12:24:00.000Z,u163,Synogize,Pro,chart_apply,web,905
e0459,2026-01-15T13:16:00.000Z,u182,Acme,Free,login,web,1336
e0460,2026-01-29T00:34:00.000Z,u135,Synogize,Pro,export_csv,mobile,346
e0461,2026-01-10T05:20:00.000Z,u056,Acme,Free,chart_apply,web,848
e0462,2026-01-30T17:29:00.000Z,u167,Synogize,Pro,query_error,mobile,327
e0463,2026-01-18T09:51:00.000Z,u058,Synogize,Pro,query_error,mobile,1372
e0464,2026-01-16T06:02:00.000Z,u154,Acme,Free,query_run,mobile,642
e0465,2026-01-04T22:21:00.000Z,u131,Synogize,Pro,chart_apply,mobile,1166
e0466,2026-01-09T20:31:00.000Z,u162,Acme,Free,query_error,mobile,962
e0467,2026-01-02T20:12:00.000Z,u197,Synogize,Pro,chart_apply,mobile,823
e0468,2026-01-04T19:37:00.000Z,u162,Globex,Team,export_csv,web,1340
e0469,2026-01-18T04:10:00.000Z,u164,Synogize,Pro,login,web,933
e0470,2026-01-04T12:33:00.000Z,u199,Synogize,Pro,chart_apply,web,935
e0471,2026-01-23T07:34:00.000Z,u149,Acme,Free,chart_apply,mobile,411
e0472,2026-01-05T11:02:00.000Z,u067,Synogize,Pro,login,mobile,1344
e0473,2026-01-23T17:38:00.000Z,u121,Synogize,Pro,chart_apply,web,1334
e0474,2026-01-16T06:34:00.000Z,u075,Acme,Free,login,web,970
e0475,2026-01-04T17:42:00.000Z,u084,Synogize,Pro,query_error,mobile,804
e0476,2026-01-30T19:52:00.000Z,u110,Acme,Free,export_csv,mobile,1340
e0477,2026-01-11T09:27:00.000Z,u162,Acme,Free,chart_apply,web,982
e0478,2026-01-26T02:32:00.000Z,u140,Globex,Team,chart_apply,mobile,516
e0479,2026-01-20T14:02:00.000Z,u062,Synogize,Pro,chart_apply,mobile,1198
e0480,2026-01-25T09:49:00.000Z,u170,Synogize,Pro,query_error,web,758
e0481,2026-01-20T08:43:00.000Z,u036,Globex,Team,export_csv,mobile,1377
e0482,2026-01-10T21:47:00.000Z,u079,Globex,Team,export_csv,web,1067
e0483,2026-01-30T12:09:00.000Z,u131,Globex,Team,query_run,web,1001
e0484,2026-01-28T20:10:00.000Z,u157,Acme,Free,login,mobile,1347
e0485,2026-01-05T23:16:00.000Z,u017,Globex,Team,query_run,web,554
e0486,2026-01-16T12:44:00.000Z,u157,Synogize,Pro,login,web,1465
e0487,2026-01-16T15:45:00.000Z,u166,Synogize,Pro,export_csv,web,733
e0488,2026-01-18T18:39:00.000Z,u200,Acme,Free,query_error,web,1111
e0489,2026-01-23T12:57:00.000Z,u187,Acme,Free,chart_apply,web,819
e0490,2026-01-27T20:36:00.000Z,u138,Acme,Free,chart_apply,mobile,349
e0491,2026-01-11T22:47:00.000Z,u072,Globex,Team,login,mobile,1002
e0492,2026-01-17T10:35:00.000Z,u099,Acme,Free,query_run,web,1271
e0493,2026-01-24T07:07:00.000Z,u111,Synogize,Pro,chart_apply,web,1224
e0494,2026-01-30T09:30:00.000Z,u008,Synogize,Pro,query_error,web,684
e0495,2026-01-12T17:52:00.000Z,u116,Synogize,Pro,login,mobile,861
e0496,2026-01-13T23:04:00.000Z,u157,Globex,Team,query_run,web,719
e0497,2026-01-11T20:21:00.000Z,u037,Acme,Free,chart_apply,web,1078
e0498,2026-01-02T06:57:00.000Z,u176,Synogize,Pro,query_error,web,1122
e0499,2026-01-23T05:22:00.000Z,u082,Synogize,Pro,query_error,mobile,1105
e0500,2026-01-22T23:48:00.000Z,u092,Synogize,Pro,chart_apply,web,911
e0501,2026-01-20T16:38:00.000Z,u176,Synogize,Pro,export_csv,web,1073
e0502,2026-01-16T13:19:00.000Z,u127,Globex,Team,export_csv,web,391
e0503,2026-01-13T20:56:00.000Z,u042,Globex,Team,login,mobile,1321
e0504,2026-01-04T05:07:00.000Z,u082,Synogize,Pro,query_error,web,1300
e0505,2026-01-22T11:19:00.000Z,u139,Globex,Team,chart_apply,mobile,858
e0506,2026-01-03T12:53:00.000Z,u005,Acme,Free,query_run,web,845
e0507,2026-01-05T13:12:00.000Z,u055,Acme,Free,query_error,web,557
e0508,2026-01-28T22:27:00.000Z,u106,Globex,Team,chart_apply,web,1400
e0509,2026-01-18T23:04:00.000Z,u049,Globex,Team,chart_apply,mobile,1448
e0510,2026-01-13T16:35:00.000Z,u197,Synogize,Pro,export_csv,mobile,354
e0511,2026-01-13T18:04:00.000Z,u195,Acme,Free,login,mobile,1029
e0512,2026-01-20T11:41:00.000Z,u042,Acme,Free,query_run,mobile,1087
e0513,2026-01-10T06:10:00.000Z,u105,Acme,Free,export_csv,mobile,1341
e0514,2026-01-23T00:18:00.000Z,u143,Acme,Free,login,mobile,1384
e0515,2026-01-25T18:33:00.000Z,u007,Globex,Team,query_run,web,668
e0516,2026-01-01T05:03:00.000Z,u003,Acme,Free,chart_apply,web,1036
e0517,2026-01-18T23:11:00.000Z,u059,Acme,Free,chart_apply,mobile,608
e0518,2026-01-12T13:26:00.000Z,u103,Synogize,Pro,query_error,mobile,645
e0519,2026-01-29T22:24:00.000Z,u177,Globex,Team,login,mobile,1082
e0520,2026-01-05T02:39:00.000Z,u104,Globex,Team,export_csv,web,393
e0521,2026-01-08T17:41:00.000Z,u147,Synogize,Pro,query_error,mobile,1436
e0522,2026-01-24T18:06:00.000Z,u134,Acme,Free,export_csv,mobile,393
e0523,2026-01-20T01:56:00.000Z,u172,Globex,Team,login,mobile,1311
e0524,2026-01-20T05:25:00.000Z,u186,Globex,Team,query_run,web,377
e0525,2026-01-25T09:40:00.000Z,u054,Globex,Team,query_error,mobile,687
e0526,2026-01-03T20:30:00.000Z,u057,Acme,Free,login,mobile,1433
e0527,2026-01-11T09:14:00.000Z,u041,Acme,Free,query_run,web,814
e0528,2026-01-27T19:27:00.000Z,u057,Acme,Free,login,web,812
e0529,2026-01-17T04:00:00.000Z,u200,Acme,Free,query_run,mobile,637
e0530,2026-01-02T04:09:00.000Z,u067,Synogize,Pro,query_run,mobile,1470
e0531,2026-01-11T11:32:00.000Z,u023,Acme,Free,query_run,web,656
e0532,2026-01-10T05:49:00.000Z,u172,Globex,Team,query_run,web,1353
e0533,2026-01-20T21:19:00.000Z,u192,Acme,Free,chart_apply,mobile,1393
e0534,2026-01-20T15:24:00.000Z,u021,Acme,Free,chart_apply,mobile,1087
e0535,2026-01-05T12:29:00.000Z,u016,Synogize,Pro,login,mobile,1474
e0536,2026-01-14T18:17:00.000Z,u102,Synogize,Pro,query_error,mobile,1234
e0537,2026-01-02T07:01:00.000Z,u184,Synogize,Pro,query_run,web,813
e0538,2026-01-04T19:08:00.000Z,u123,Acme,Free,query_run,mobile,1140
e0539,2026-01-12T10:14:00.000Z,u058,Globex,Team,login,mobile,1081
e0540,2026-01-17T12:40:00.000Z,u058,Synogize,Pro,query_run,web,1324
e0541,2026-01-29T06:34:00.000Z,u052,Globex,Team,login,web,1396
e0542,2026-01-03T22:51:00.000Z,u121,Synogize,Pro,chart_apply,web,328
e0543,2026-01-01T10:08:00.000Z,u146,Globex,Team,query_run,web,393
e0544,2026-01-01T02:14:00.000Z,u017,Globex,Team,login,web,832
e0545,2026-01-27T08:09:00.000Z,u077,Acme,Free,query_error,mobile,1062
e0546,2026-01-24T17:36:00.000Z,u135,Synogize,Pro,chart_apply,mobile,715
e0547,2026-01-08T11:25:00.000Z,u178,Globex,Team,query_error,mobile,907
e0548,2026-01-24T17:45:00.000Z,u137,Globex,Team,query_error,mobile,502
e0549,2026-01-01T10:21:00.000Z,u125,Synogize,Pro,login,web,970
e0550,2026-01-28T04:29:00.000Z,u070,Synogize,Pro,export_csv,web,1168
e0551,2026-01-27T00:40:00.000Z,u030,Synogize,Pro,query_error,web,340
e0552,2026-01-24T23:53:00.000Z,u100,Acme,Free,query_error,web,529
e0553,2026-01-12T00:50:00.000Z,u120,Acme,Free,query_run,web,468
e0554,2026-01-04T06:53:00.000Z,u014,Synogize,Pro,query_run,mobile,826
e0555,2026-01-20T17:04:00.000Z,u095,Acme,Free,chart_apply,mobile,992
e0556,2026-01-26T17:21:00.000Z,u102,Synogize,Pro,login,web,953
e0557,2026-01-16T11:03:00.000Z,u102,Globex,Team,query_error,web,1163
e0558,2026-01-14T16:01:00.000Z,u156,Globex,Team,query_run,mobile,665
e0559,2026-01-25T23:26:00.000Z,u125,Acme,Free,login,mobile,931
e0560,2026-01-28T06:40:00.000Z,u033,Synogize,Pro,login,web,1344
e0561,2026-01-20T03:46:00.000Z,u085,Acme,Free,query_run,web,1098
e0562,2026-01-08T12:13:00.000Z,u188,Acme,Free,export_csv,mobile,755
e0563,2026-01-15T23:21:00.000Z,u097,Globex,Team,query_error,mobile,316
e0564,2026-01-04T18:18:00.000Z,u164,Acme,Free,export_csv,web,416
e0565,2026-01-23T01:05:00.000Z,u055,Synogize,Pro,login,web,1178
e0566,2026-01-13T21:00:00.000Z,u092,Acme,Free,export_csv,web,938
e0567,2026-01-18T07:36:00.000Z,u125,Synogize,Pro,query_run,mobile,350
e0568,2026-01-01T02:35:00.000Z,u013,Acme,Free,export_csv,mobile,333
e0569,2026-01-22T00:40:00.000Z,u067,Acme,Free,query_error,web,1176
e0570,2026-01-04T03:54:00.000Z,u156,Synogize,Pro,chart_apply,mobile,498
e0571,2026-01-23T22:23:00.000Z,u134,Synogize,Pro,login,web,1173
e0572,2026-01-30T00:01:00.000Z,u113,Globex,Team,chart_apply,web,614
e0573,2026-01-01T04:04:00.000Z,u161,Synogize,Pro,chart_apply,mobile,574
e0574,2026-01-07T08:10:00.000Z,u156,Synogize,Pro,query_run,web,670
e0575,2026-01-07T23:20:00.000Z,u016,Globex,Team,login,mobile,959
e0576,2026-01-20T16:15:00.000Z,u029,Acme,Free,query_error,mobile,1187
e0577,2026-01-10T22:15:00.000Z,u171,Acme,Free,query_error,mobile,437
e0578,2026-01-07T10:42:00.000Z,u082,Acme,Free,export_csv,web,795
e0579,2026-01-20T13:23:00.000Z,u189,Acme,Free,chart_apply,mobile,752
e0580,2026-01-26T22:52:00.000Z,u178,Globex,Team,query_run,mobile,863
e0581,2026-01-19T23:35:00.000Z,u101,Globex,Team,export_csv,web,393
e0582,2026-01-19T08:50:00.000Z,u016,Globex,Team,login,mobile,1295
e0583,2026-01-19T18:43:00.000Z,u001,Synogize,Pro,query_error,web,1441
e0584,2026-01-15T01:49:00.000Z,u020,Synogize,Pro,query_run,mobile,540
e0585,2026-01-19T06:58:00.000Z,u035,Acme,Free,chart_apply,mobile,307
e0586,2026-01-03T00:31:00.000Z,u153,Acme,Free,query_run,mobile,844
e0587,2026-01-02T05:39:00.000Z,u065,Synogize,Pro,login,mobile,1118
e0588,2026-01-14T04:36:00.000Z,u170,Acme,Free,query_run,mobile,742
e0589,2026-01-23T22:32:00.000Z,u030,Synogize,Pro,query_error,web,374
e0590,2026-01-16T03:42:00.000Z,u186,Synogize,Pro,query_error,mobile,1255
e0591,2026-01-04T10:48:00.000Z,u025,Synogize,Pro,query_run,web,580
e0592,2026-01-06T15:04:00.000Z,u175,Globex,Team,query_error,mobile,1436
e0593,2026-01-29T00:54:00.000Z,u170,Acme,Free,export_csv,web,1136
e0594,2026-01-17T11:07:00.000Z,u195,Globex,Team,query_error,web,1040
e0595,2026-01-01T11:38:00.000Z,u004,Acme,Free,query_error,mobile,945
e0596,2026-01-02T22:05:00.000Z,u155,Globex,Team,query_run,web,1269
e0597,2026-01-07T02:08:00.000Z,u118,Synogize,Pro,export_csv,web,1468
e0598,2026-01-04T05:15:00.000Z,u131,Globex,Team,export_csv,web,1319
e0599,2026-01-16T10:20:00.000Z,u111,Acme,Free,export_csv,mobile,1433
e0600,2026-01-23T23:44:00.000Z,u113,Acme,Free,export_csv,mobile,987
e0601,2026-01-05T11:09:00.000Z,u119,Synogize,Pro,login,mobile,944
e0602,2026-01-12T00:51:00.000Z,u118,Globex,Team,login,mobile,1245
e0603,2026-01-22T04:54:00.000Z,u042,Globex,Team,query_run,web,1272
e0604,2026-01-06T16:44:00.000Z,u079,Synogize,Pro,chart_apply,web,1149
e0605,2026-01-29T06:34:00.000Z,u113,Synogize,Pro,query_run,web,1414
e0606,2026-01-01T10:45:00.000Z,u174,Globex,Team,chart_apply,web,447
e0607,2026-01-14T00:28:00.000Z,u024,Acme,Free,export_csv,web,975
e0608,2026-01-08T10:23:00.000Z,u122,Acme,Free,export_csv,mobile,1061
e0609,2026-01-21T01:04:00.000Z,u177,Acme,Free,export_csv,mobile,851
e0610,2026-01-29T09:58:00.000Z,u198,Acme,Free,query_error,mobile,342
e0611,2026-01-21T08:43:00.000Z,u017,Globex,Team,query_run,mobile,970
e0612,2026-01-29T21:52:00.000Z,u099,Synogize,Pro,export_csv,web,401
e0613,2026-01-28T06:33:00.000Z,u071,Globex,Team,chart_apply,mobile,876
e0614,2026-01-23T07:32:00.000Z,u058,Globex,Team,export_csv,web,323
e0615,2026-01-12T13:05:00.000Z,u085,Acme,Free,chart_apply,mobile,860
e0616,2026-01-20T03:47:00.000Z,u197,Globex,Team,query_error,web,1212
e0617,2026-01-07T19:19:00.000Z,u120,Acme,Free,export_csv,web,666
e0618,2026-01-09T11:59:00.000Z,u137,Globex,Team,login,web,1094
e0619,2026-01-04T00:16:00.000Z,u030,Synogize,Pro,query_error,web,618
e0620,2026-01-08T03:21:00.000Z,u163,Globex,Team,query_run,web,865
e0621,2026-01-05T21:59:00.000Z,u016,Synogize,Pro,login,web,1403
e0622,2026-01-04T18:14:00.000Z,u167,Globex,Team,query_run,web,318
e0623,2026-01-25T04:15:00.000Z,u015,Acme,Free,login,web,1070
e0624,2026-01-27T08:08:00.000Z,u141,Synogize,Pro,chart_apply,web,1112
e0625,2026-01-15T02:47:00.000Z,u071,Synogize,Pro,export_csv,web,1459
e0626,2026-01-13T06:02:00.000Z,u165,Synogize,Pro,login,mobile,980
e0627,2026-01-19T18:21:00.000Z,u081,Acme,Free,login,web,989
e0628,2026-01-28T14:49:00.000Z,u010,Globex,Team,chart_apply,mobile,717
e0629,2026-01-02T03:45:00.000Z,u174,Synogize,Pro,export_csv,mobile,926
e0630,2026-01-19T07:13:00.000Z,u120,Synogize,Pro,export_csv,web,1258
e0631,2026-01-11T09:58:00.000Z,u136,Synogize,Pro,query_error,web,1417
e0632,2026-01-15T03:58:00.000Z,u020,Synogize,Pro,query_run,web,1385
e0633,2026-01-16T11:24:00.000Z,u066,Globex,Team,chart_apply,mobile,862
e0634,2026-01-03T14:47:00.000Z,u186,Synogize,Pro,chart_apply,web,785
e0635,2026-01-05T14:17:00.000Z,u126,Acme,Free,chart_apply,mobile,1074
e0636,2026-01-17T12:37:00.000Z,u147,Synogize,Pro,export_csv,mobile,987
e0637,2026-01-19T04:33:00.000Z,u176,Acme,Free,chart_apply,web,786
e0638,2026-01-22T14:56:00.000Z,u178,Globex,Team,login,mobile,977
e0639,2026-01-04T11:38:00.000Z,u195,Synogize,Pro,login,mobile,910
e0640,2026-01-08T15:39:00.000Z,u163,Globex,Team,export_csv,mobile,1492
e0641,2026-01-18T03:47:00.000Z,u022,Synogize,Pro,query_error,web,1034
e0642,2026-01-01T14:58:00.000Z,u052,Globex,Team,query_error,web,1070
e0643,2026-01-16T18:52:00.000Z,u114,Acme,Free,query_run,web,816
e0644,2026-01-26T06:10:00.000Z,u169,Globex,Team,query_run,web,582
e0645,2026-01-21T10:23:00.000Z,u167,Synogize,Pro,chart_apply,mobile,718
e0646,2026-01-13T02:25:00.000Z,u103,Globex,Team,query_run,mobile,826
e0647,2026-01-28T17:28:00.000Z,u169,Synogize,Pro,chart_apply,web,402
e0648,2026-01-08T20:49:00.000Z,u120,Synogize,Pro,export_csv,mobile,535
e0649,2026-01-25T09:24:00.000Z,u135,Acme,Free,login,mobile,1096
e0650,2026-01-29T16:35:00.000Z,u059,Synogize,Pro,export_csv,mobile,1093
e0651,2026-01-14T04:22:00.000Z,u029,Acme,Free,export_csv,web,1200
e0652,2026-01-24T03:45:00.000Z,u127,Acme,Free,query_run,web,718
e0653,2026-01-20T18:03:00.000Z,u095,Acme,Free,login,web,1281
e0654,2026-01-18T17:16:00.000Z,u069,Synogize,Pro,chart_apply,mobile,1483
e0655,2026-01-29T03:51:00.000Z,u151,Acme,Free,login,web,1407
e0656,2026-01-01T19:02:00.000Z,u157,Acme,Free,chart_apply,web,520
e0657,2026-01-20T09:59:00.000Z,u017,Acme,Free,export_csv,mobile,922
e0658,2026-01-14T14:06:00.000Z,u042,Globex,Team,query_error,mobile,1060
e0659,2026-01-03T05:47:00.000Z,u034,Globex,Team,chart_apply,web,874
e0660,2026-01-12T09:33:00.000Z,u026,Globex,Team,query_run,web,1113
e0661,2026-01-07T01:29:00.000Z,u133,Globex,Team,export_csv,web,1016
e0662,2026-01-19T06:36:00.000Z,u054,Synogize,Pro,chart_apply,web,825
e0663,2026-01-09T12:56:00.000Z,u161,Acme,Free,query_run,web,339
e0664,2026-01-28T20:23:00.000Z,u127,Globex,Team,chart_apply,web,1319
e0665,2026-01-18T08:46:00.000Z,u145,Globex,Team,export_csv,mobile,1379
e0666,2026-01-25T16:48:00.000Z,u097,Acme,Free,query_error,mobile,1472
e0667,2026-01-19T12:36:00.000Z,u005,Globex,Team,export_csv,mobile,1039
e0668,2026-01-12T04:22:00.000Z,u187,Globex,Team,login,mobile,1176
e0669,2026-01-22T16:32:00.000Z,u139,Synogize,Pro,query_run,web,878
e0670,2026-01-16T11:03:00.000Z,u121,Acme,Free,query_run,mobile,814
e0671,2026-01-17T09:31:00.000Z,u027,Acme,Free,query_run,web,1430
e0672,2026-01-19T11:28:00.000Z,u011,Globex,Team,query_run,mobile,411
e0673,2026-01-30T21:37:00.000Z,u072,Globex,Team,query_error,mobile,643
e0674,2026-01-19T15:01:00.000Z,u074,Globex,Team,export_csv,web,1116
e0675,2026-01-08T10:37:00.000Z,u028,Globex,Team,login,mobile,1442
